date,details_link,hood,lat,lon,misc,price,title
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-condominium-development-2/7131035692.html, (Brooklyn),-73.926500,40.770600,,$495000,"New Condominium Development, 2 BD/ 2 baths - Marine Park"
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedroom-2-full-bath-condo/7131037396.html, (Brooklyn),-73.926500,40.770600,,$539000,2 BEDROOM 2 FULL BATH CONDO SEAGATE
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-2-bedroom-2-bathroom/7131034495.html, (Brooklyn),-73.926500,40.770600,,$490000,Large 2 Bedroom 2 Bathroom condo -  Brighton Beach
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-condo-in-marine-park/7131027942.html, (Brooklyn),-73.926500,40.770600,,$417000,1 Bedroom Condo in Marine Park
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-gorgeous-2bd-in-dyker-heights/7132165500.html, (Brooklyn),-73.926500,40.770600,,$568000,GORGEOUS 2BD in Dyker Heights
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-brand-new-brick-building-2bd/7132167885.html, (Brooklyn),-73.775800,40.677500,,$569000,Brand new brick building 2BD in Bensonhurst
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bd-new-condominium/7132159052.html, (Brooklyn),-73.775800,40.677500,,$552000,1 BD New Condominium Development in Marine Park
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-huuuuge-brand-new-modern-2bd/7132170280.html, (Brooklyn),-73.775800,40.677500,,$579000,Huuuuge brand new modern 2BD/3BH - Sheepshead Bay
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautiful-large-3-bd-2-bath/7132173095.html, (Brooklyn),-73.775800,40.677500,,$590000,Beautiful  large 3 BD/2 Bath@ terrace in Bay Ridge
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-brand-new-2-bedrooms-2bath/7132151834.html, (Brooklyn),-73.539000,41.053100,,$519000,"Brand new 2 bedrooms, 2Bath - Marine Park"
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautiful-2bd-in-bath-beach/7132160433.html, (Brooklyn),-73.539000,41.053100,,$568000,Beautiful 2BD in Bath Beach
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-newly-renovated-2bdpark-slope/7132154569.html, (Brooklyn),-73.539000,41.053100,,$549000,Newly Renovated 2BDPark Slope/South Slope/Greenwood
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-duplex-2bd-15-bath/7132150076.html, (Brooklyn),-73.539000,41.053100,,$515000,"Renovated duplex 2BD/ 1,5 bath - Marine Park"
Jun  2,https://newyork.craigslist.org/brx/reb/d/yonkers-vr-tour-now-cost-luxury-free/7134677363.html, (Downtown Waterfront District),-73.539000,41.053100,,$2158,VR TOUR NOW-Cost Luxury FREE PARKING LANDLORD PAYS BROKER FEE!!
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautifully-renovated-large/7128637406.html, (Brooklyn),-73.539000,41.053100,,$265000,Beautifully renovated large two bedroom
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-apartment-38-st/7128609088.html, (Brooklyn),-73.539000,41.053100,,$261000,1 Bedroom apartment -  38 St
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-bright-1-bedroom-apartment/7129764540.html, (Brooklyn),-73.539000,41.053100,,$285000,Bright 1 Bedroom apartment Coney Island and Avenue P
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-apartment-nostrand/7129762316.html, (Brooklyn),-73.996800,40.601600,,$284000,1 Bedroom apartment Nostrand Ave
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-1-bedroom-apartment/7129759740.html, (Brooklyn),-73.996800,40.601600,,$280000,Renovated 1 Bedroom apartment Kings Hwy
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-apartment-midwood/7129755489.html, (Brooklyn),-73.996800,40.601600,,$279000,1 Bedroom apartment - Midwood
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-bay-ridge/7129753915.html, (Brooklyn),-73.996800,40.601600,,$279000,1 bedroom - Bay Ridge
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-apartment-luxury/7129800081.html, (Brooklyn),-73.996800,40.601600,,$285000,1 Bedroom apartment luxury building Ocean Pkwy
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-gerritsen/7132404240.html, (Brooklyn),-73.996800,40.601600,,$449000,Single family house  - Gerritsen Beach
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-gerritsen/7132382337.html, (Brooklyn),-73.996800,40.601600,,$389000,Single family house Gerritsen Beach
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-family-2-bedroom-2-bath/7132398586.html, (Brooklyn),-73.996800,40.601600,,$449000,"1 family 2 bedroom, 2 bath duplex with fireplace Gerritsen Beach	 -"
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-studio-apartment/7129931651.html, (Brooklyn),-73.996800,40.601600,,$225000,Renovated Studio Apartment
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-excellent-1bd-ave/7129930211.html, (Brooklyn),-73.996800,40.601600,,$299000,Excellent 1BD - Ave H
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bd-co-op-midwood-low/7129929328.html, (Brooklyn),-73.996800,40.601600,,$299000,2 BD Co-op Midwood Low maintenance
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-2bdr-super-conditions/7129931734.html, (Brooklyn),-73.996800,40.601600,,$279000,Large 2bdr - super conditions
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautiful-large-studio-ocean/7128916878.html, (Brooklyn),-73.947500,40.601100,,$270000,Beautiful large studio - Ocean Pkwy
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-amaizing-1bd-on-ocean-parkway/7128913861.html, (Brooklyn),-73.947500,40.601100,,$269000,Amaizing 1BD on Ocean Parkway
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-2bdr-super-conditions/7130052750.html, (Brooklyn),-73.947500,40.601100,,$279000,Large 2bdr - super conditions
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-2-bedroom-avenue/7128912108.html, (Brooklyn),-73.947500,40.601100,,$269000,Renovated 2 bedroom - Avenue T
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-east/7132393957.html, (Brooklyn),-73.996800,40.601600,,$399000,Single family house - East Flatbush
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-luxurious-1-bedroom-apartment/7129931599.html, (Brooklyn),-73.996800,40.601600,,$219000,Luxurious 1 bedroom apartment
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-excellent-2-bd-co-op-is/7129927022.html, (Brooklyn),-73.996800,40.601600,,$299000,Excellent 2 BD co-op is completely renovated Sheepshead Bay
Jun  2,https://newyork.craigslist.org/que/reb/d/saint-albans-gorgeous-2-family-home-for/7127360552.html, (St. Albans),-73.996800,40.601600,,$779000,Gorgeous 2 Family Home for Sale in Queens!!
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-3-bedroom-sheepshead-bay/7128906406.html, (Brooklyn),-73.996800,40.601600,,$269000,3 Bedroom - Sheepshead Bay
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-garden-apartment/7128896623.html, (Brooklyn),-73.996800,40.601600,,$269000,1 bedroom garden apartment -  Independence Ave
Jun  2,https://newyork.craigslist.org/wch/reo/d/orangeburg-heart-of-sherwood-forest/7134676323.html, (ORANGEBURG),-73.996800,40.601600,,$4000,HEART OF SHERWOOD FOREST
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-in-fort-hamilton/7128894135.html, (Brooklyn),-73.996800,40.601600,,$268888,1 Bedroom  in Fort Hamilton
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedroom-good-location/7128891798.html, (Brooklyn),-73.996800,40.601600,,$268000,2 BEDROOM-GOOD LOCATION
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-lovely-1-bedroom-bay-ridge/7130057967.html, (Brooklyn),-73.996800,40.601600,,$299000,LOVELY 1 BEDROOM Bay Ridge
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-colonial-style-home-3bd-15bh/7132431728.html, (Brooklyn),-73.996800,40.601600,,$475000,Colonial Style Home - 3BD/1.5BH Flatlands
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1bd-excellent-condition/7128915082.html, (Brooklyn),-73.996800,40.601600,,$269000,1BD excellent condition
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-sheepshead-bay-sunny-1-fam-det/7132450819.html, (Brooklyn),-73.947500,40.601100,,$499000,"Sheepshead Bay Sunny 1 fam, det, 2 bedroom"
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedroom-good-location-marine/7128863889.html, (Brooklyn),-73.947500,40.601100,,$265000,2 BEDROOM-GOOD LOCATION- Marine Park
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-apartment-sheepshead/7129919585.html, (Brooklyn),-73.947500,40.601100,,$289000,1 Bedroom apartment - Sheepshead Bay
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-gorgeous-1-bedroom-bath-beach/7130062431.html, (Brooklyn),-73.947500,40.601100,,$299000,GORGEOUS 1 BEDROOM Bath Beach
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bd-sheepshead-bay/7129925708.html, (Brooklyn),-73.988400,40.576700,,$295000,2 BD Sheepshead Bay
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bd-luxury-building-ocean/7129924672.html, (Brooklyn),-73.988400,40.576700,,$295000,1 BD  Luxury Building - Ocean Parkway
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-3-bedroom-coop-with-baths/7129923512.html, (Brooklyn),-73.988400,40.576700,,$290000,3 Bedroom coop with 1 1/2 baths Kings Village
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7129133820.html, (Forest hills),-73.988400,40.576700,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-2-rooms-studio/7129921639.html, (Brooklyn),-73.988400,40.576700,,$290000,Large 2 rooms studio - Sheepshead bay
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-excellent-1-bd-bay-ridge/7129920683.html, (Brooklyn),-73.988400,40.576700,,$289000,Excellent 1 BD - Bay Ridge
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-excellent-condition/7128790557.html, (Brooklyn),-73.988400,40.576700,,$290000,1 Bedroom Excellent condition
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7129134559.html, (Forest hills),-73.988400,40.576700,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedroom-new-updates-avenue/7128866114.html, (Brooklyn),-73.988400,40.576700,,$265000,2 BEDROOM-new updates Avenue T
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7129134939.html, (Forest hills),-73.988400,40.576700,,$325000,Forest Hills One Large Bedroom (820 SQFT) for sales $325000
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-studio-appartment-brand-new/7128868872.html, (Brooklyn),-73.988400,40.576700,,$265000,Studio appartment-BRAND NEW Fort Hamilton Parkway
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7124526505.html, (Forest hills),-73.866900,40.946100,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-apartment-bay/7128870397.html, (Brooklyn),-73.866900,40.946100,,$265000,1 Bedroom apartment - Bay Parkway/Bensonhurst
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7124519708.html, (Forest hills),-73.866900,40.946100,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-in-homecrest/7128871990.html, (Brooklyn),-73.866900,40.946100,,$265000,1 BEDROOM IN Homecrest
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7124520090.html, (Forest hills),-73.704414,41.320305,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-bright-studio-low/7128876497.html, (Brooklyn),-73.704414,41.320305,,$265000,LARGE BRIGHT STUDIO LOW MAINTENANCE
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7123157169.html, (Forest hills),-73.704414,41.320305,,$325000,"Forest Hills One Large Bedroom (820 SQFT) for Sales $325,000"
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautiful-1-bedroom-co-op/7128878154.html, (Brooklyn),-73.902800,40.640700,,$265000,Beautiful 1 bedroom Co-op Madison
Jun  2,https://newyork.craigslist.org/que/reo/d/rego-park-br-820ft2-rego-park-one-large/7126782520.html, (REGO PARK),-73.902800,40.640700,,$1850,$1850 / 1br - 820ft2 - Rego Park One Large Bedroom for rent $1850 (Reg
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautifully-renovated-studio/7128874953.html, (Brooklyn),-73.902800,40.640700,,$265000,Beautifully renovated studio Banner Ave
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7132435194.html, (Forest hills),-73.902800,40.640700,,$325000,"Forest Hills One Large Bedroom (820 SQFT) for Sales $325,000"
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-fully-renovated-2-bed-1-bath/7128885450.html, (Brooklyn),-73.902800,40.640700,,$219000,Fully renovated 2 bed 1 bath Sheesphead Bay
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7125592257.html, (Forest hills),-73.866900,40.946100,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/lgi/reo/d/east-ellijay-riverfront-property/7134675343.html," (Ellijay, GA)",-73.866900,40.946100,,$129000,RIVERFRONT PROPERTY
Jun  2,https://newyork.craigslist.org/wch/reo/d/white-plains-no-fee-luxury-1bdrm-condo/7133527919.html, (White Plains),-73.866900,40.946100,,$2300,No Fee Luxury 1Bdrm Condo 1 Block to Metro North Apt for rent by owner
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-one-bedroom-co-op-located-in/7128890037.html, (Brooklyn),-73.866900,40.946100,,$268000,One bedroom co-op-Located in PRIME Dyker Heights area
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautifully-renovated-studio/7128873386.html, (Brooklyn),-73.866900,40.946100,,$265000,Beautifully renovated studio
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-fully-renovated-3bd-duplex/7132440616.html, (Brooklyn),-73.866900,40.946100,,$499000,Fully Renovated 3BD duplex house - Sheepshead Bay
Jun  2,https://newyork.craigslist.org/brk/reb/d/brooklyn-fully-detached-single-family/7132435655.html, (Brooklyn),-73.866900,40.946100,,$499000,Fully detached single family house - Old Mill Basin
Jun  2,https://newyork.craigslist.org/lgi/reo/d/east-ellijay-riverfront-property/7134674886.html," (Ellijay, GA)",-73.957000,40.646700,,$129000,RIVERFRONT PROPERTY
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-one-bedroom-condo/7134674828.html, (Brooklyn),-73.957000,40.646700,,$1700,One Bedroom Condo
Jun  2,https://newyork.craigslist.org/mnh/reo/d/miami-beach-condo-apt-for-sale-miami/7127848730.html," (Miami Beach, FL)",-73.957000,40.646700,,$139000,Condo Apt for sale Miami-Beach
Jun  2,https://newyork.craigslist.org/brx/reb/d/yonkers-vr-tour-now-cost-luxury-free/7134674375.html, (Downtown Waterfront District),-73.957000,40.646700,,$2143,VR TOUR NOW-Cost Luxury FREE PARKING LANDLORD PAYS BROKER FEE!!
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-studio/7128935951.html, (E Flatbush),-74.013300,40.641200,,$1450,Studio
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-studio/7128471914.html, (E Flatbush),-74.013300,40.641200,,$1450,Studio
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-1brm-all-utilities-wifi/7128936862.html, (E Flatbush),-74.013300,40.641200,,$1600,1brm all utilities + WiFi
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-reno-1br-all-utilities-and/7128077198.html, (E Flatbush),-74.013300,40.641200,,$1600,Reno 1br All utilities and WiFi included
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-1brm-utilities-and-wi-fi-free/7128468777.html, (E Flatbush),-73.914500,40.662500,,$1600,1brm Utilities and Wi-Fi free
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-studio/7128465856.html, (E Flatbush),-73.914500,40.662500,,$1450,Studio
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-all-utilities-wi-fi/7130737509.html, (Flatbush Brooklyn Ave),-73.914500,40.662500,,$1600,All utilities + Wi-Fi
Jun  2,https://newyork.craigslist.org/wch/reo/d/pomona-resort-living-in-pomona/7134673612.html, (POMONA),-73.914500,40.662500,,$4000,RESORT LIVING IN POMONA
Jun  2,https://newyork.craigslist.org/brx/reb/d/yonkers-low-cost-stunning-luxury/7134669982.html, (Waterfront District),-73.921100,40.678400,,$1700,Low Cost Stunning Luxury Apartments
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-fully-furnished-3br-1bath-just/7134656145.html, (Bushwick),-73.921100,40.678400,,$3265,FULLY FURNISHED 3BR/1BATH- JUST BRING YOUR SUITCASE
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7134657751.html, (Forest hills),-73.921100,40.678400,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/wch/reo/d/orangeburg-magnificent-and-elegant/7134672676.html, (ORANGEBURG),-73.921100,40.678400,,$4500,MAGNIFICENT AND ELEGANT COLONIAL
Jun  2,https://newyork.craigslist.org/wch/reo/d/new-city-extraordinary-5-bdrm-home/7134671925.html, (NEW CITY),-73.921100,40.678400,,$5000,EXTRAORDINARY 5 BDRM HOME
Jun  2,https://newyork.craigslist.org/stn/reb/d/staten-island-land-needed-many-builders/7134671914.html,,-73.921100,40.678400,,$0,Land needed many builders Waiting
Jun  2,https://newyork.craigslist.org/brk/reb/d/staten-island-land-needed-many-builders/7134671704.html,,-73.921100,40.678400,,$0,Land needed many builders Waiting
Jun  2,https://newyork.craigslist.org/stn/reb/d/staten-island-real-estate-agents-wanted/7134671137.html,,-73.921100,40.678400,,$0,Real Estate Agents Wanted
Jun  2,https://newyork.craigslist.org/stn/reb/d/brooklyn-with-full-magnificent-views-of/7134670746.html, (Grymes Hill/ staten island),-73.921100,40.678400,,$869000,With full magnificent Views of the City which never sleeps...
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-trendy-bushwick-renovate/7134661320.html, (Bushwick),-73.921100,40.678400,,$2749,Trendy Bushwick Renovate Church building have multiple unist fort rent
Jun  2,https://newyork.craigslist.org/lgi/reo/d/deer-park-br-newly-renovated-1br-apt/7134655736.html, (Deer Park),-73.921100,40.678400,,$1650,$1650/ 1Br - Newly Renovated 1Br Apt
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7134658208.html, (Forest hills),-73.921100,40.678400,,$325000,"Forest Hills One Large Bedroom (820 SQFT) for Sales $325,000"
Jun  2,https://newyork.craigslist.org/lgi/reb/d/islip-islip-craftsman-1-family/7133375156.html, (ISLIP),-73.923900,40.620500,,$425000,ISLIP Craftsman 1 Family
Jun  2,https://newyork.craigslist.org/wch/reo/d/pound-ridge-expanded-ranch-bank-owned/7134666460.html, (BEDFORD),-73.923900,40.620500,,$600000,EXPANDED RANCH-BANK OWNED
Jun  2,https://newyork.craigslist.org/mnh/reo/d/peoria-finacial-oppurtunities/7134659186.html, (Financial District),-73.923900,40.620500,,$0,FINACIAL OPPURTUNITIES
Jun  2,https://newyork.craigslist.org/brx/reo/d/allentown-1-family-house-for-sale/7134666413.html, (allentown),-73.923900,40.620500,,$139995,1 family house for sale
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7134659850.html, (Forest hills),-73.953600,40.583900,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/wch/reo/d/bedford-glorious-7-bedroom-bank-owned/7134665609.html, (BEDFORD),-73.953600,40.583900,,$1500000,GLORIOUS 7 BEDROOM-BANK OWNED
Jun  2,https://newyork.craigslist.org/wch/reo/d/chappaqua-pleasantville/7130892027.html, (MOUNT PLEASANT TAXES),-73.953600,40.583900,,$639000,PLEASANTVILLE
Jun  2,https://newyork.craigslist.org/wch/reo/d/scarsdale-magnificent-tudor-4-bdrm-bank/7134665054.html, (SCARSDALE),-73.953600,40.583900,,$3500000,MAGNIFICENT TUDOR 4 BDRM-BANK OWNED
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-massive-2-bedroom-by-maria/7134664907.html, (Brooklyn),-73.953600,40.583900,,$2657,MASSIVE 2 BEDROOM BY MARIA HERNANDEZ PARK BUSHWICK L TRAIN JEFFERSON A
Jun  2,https://newyork.craigslist.org/brx/reb/d/fully-renovated-1-family-home-for-sale/7119431130.html,,-73.953600,40.583900,,$475000,Fully Renovated 1 Family Home For Sale in Belmont
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7134657253.html, (Forest hills),-73.953600,40.583900,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/wch/reb/d/stratford-stratford-2-family/7134663738.html, (Stratford),-73.953600,40.583900,,$338000,Stratford 2 Family
Jun  2,https://newyork.craigslist.org/wch/reo/d/pound-ridge-beautiful-cape-5-bedroom/7134663316.html, (BEDFORD),-73.953600,40.583900,,$600000,BEAUTIFUL CAPE 5 BEDROOM-BANK OWNED
Jun  2,https://newyork.craigslist.org/que/reb/d/brooklyn-lost-your-home-in-foreclosure/7134656932.html, (All Boroughs and L.I.),-73.965000,40.622500,,$0,LOST YOUR HOME IN FORECLOSURE? POS. $CASH$ REFUND FOR YOU NO FEE!
Jun  2,https://newyork.craigslist.org/wch/reo/d/bedford-charming-4-bdrm-bank-owned/7134662421.html, (BEDFORD),-73.965000,40.622500,,$500000,CHARMING 4 BDRM-BANK OWNED
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-massive-2-bedroom-by-maria/7134661620.html, (Brooklyn),-73.965000,40.622500,,$2657,MASSIVE 2 BEDROOM BY MARIA HERNANDEZ PARK BUSHWICK L TRAIN JEFFERSON A
Jun  2,https://newyork.craigslist.org/jsy/reo/d/peoria-syndication-midwest/7134661577.html,,-73.965000,40.622500,,$0,SYNDICATION MIDWEST
Jun  2,https://newyork.craigslist.org/lgi/reb/d/long-beach-200-sq-ft-office-for-lease/7131204995.html, (LONG BEACH),-73.953600,40.583900,,$600,200 Sq ft office for lease
Jun  2,https://newyork.craigslist.org/wch/reo/d/scarsdale-perfect-scarsdale-6bd-bank/7134661343.html, (SCARSDALE),-73.953600,40.583900,,$800000,PERFECT SCARSDALE 6BD-BANK OWNED
Jun  2,https://newyork.craigslist.org/lgi/reb/d/long-beach-1-family-ranch-prime-long/7131205561.html, (Long Beach),-73.953600,40.583900,,$585000,1 Family Ranch prime long beach location
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-cool-3-bed-1-bath-apartment-in/7134632312.html," (Bushwick, Knickerbocker M train, DeKalb L, Gates J/Z)",-74.030300,40.625100,,$3000,"Cool 3 bed, 1 bath apartment in Bushwick w/laundry in the unit!"
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7119872201.html, (Forest hills),-74.030300,40.625100,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7119875199.html, (Forest hills),-74.030300,40.625100,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7121019736.html, (Forest hills),-74.030300,40.625100,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/wch/reo/d/bedford-country-contemporary-bank-owned/7134660742.html, (BEDFORD),-74.030300,40.625100,,$500000,COUNTRY CONTEMPORARY-BANK OWNED
Jun  2,https://newyork.craigslist.org/que/reo/d/forest-hills-forest-hills-one-large/7121918396.html, (Forest hills),-74.030300,40.625100,,$1850,Forest Hills One Large Bedroom for rent $1850
Jun  2,https://newyork.craigslist.org/brk/reo/d/new-york-city-need-new-place/7122805127.html,,-74.030300,40.625100,,$1480,Need a new place....
Jun  2,https://newyork.craigslist.org/brk/reo/d/open-house-today-until-9pm-dream/7122726185.html,,-74.030300,40.625100,,$1480,■■■OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL OVER
Jun  2,https://newyork.craigslist.org/brk/reo/d/open-house-today-until-9pm-dream/7122731695.html,,-74.030300,40.625100,,$1480,■■■OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL OVER
Jun  2,https://newyork.craigslist.org/brk/reo/d/move-by-the-14th-of-the-monthguarenteed/7122734547.html,,-73.953600,40.583900,,$1557,Move by the 14th of the month......guarenteed!!!!!!! - WEST 106TH ST
Jun  2,https://newyork.craigslist.org/brk/reo/d/open-house-today-until-9pm-dream/7122803519.html,,-73.953600,40.583900,,$1480,■■■OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL OVER
Jun  2,https://newyork.craigslist.org/brk/reo/d/open-house-today-until-9pm-dream/7122727519.html,,-73.953600,40.583900,,$1480,■■■OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL OVER
Jun  2,https://newyork.craigslist.org/brk/reo/d/move-by-the-15th-of-the-monthguarenteed/7122730881.html,,-73.953600,40.583900,,$1557,Move by the 15th of the month......guarenteed!!!!!!! - WEST 106TH ST
Jun  2,https://newyork.craigslist.org/brk/reo/d/open-house-today-until-9pm-dream/7122730195.html,,-73.953600,40.583900,,$1480,■■■OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL OVER
Jun  2,https://newyork.craigslist.org/brk/reo/d/move-in-by-the-1st-of-the/7133460320.html,,-73.847300,40.722900,,$1557,Move in by the 1st of the month......guarenteed!!!!!!! - WEST 106TH ST
Jun  2,https://newyork.craigslist.org/brk/reo/d/brooklyn-fully-furnished-3br-1bath-just/7134642227.html,,-73.847300,40.722900,,$3265,FULLY FURNISHED 3BR/1BATH- JUST BRING YOUR SUITCASE
Jun  2,https://newyork.craigslist.org/brk/reo/d/open-house-today-until-9pm-dream/7122731469.html,,-73.847300,40.722900,,$1480,■■■OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL OVER
