date,details_link,hood,lat,lon,misc,price,title
Jun  3,https://newyork.craigslist.org/fct/reo/d/bridgeport-distressed-property-wanted/7120476097.html, (Fairfield County),-73.723582,40.627037,,$0,Distressed Property Wanted
Jun  3,https://newyork.craigslist.org/fct/reo/d/bridgeport-distressed-property-wanted/7120475922.html, (Fairfield County),-73.723582,40.627037,,$0,Distressed Property Wanted
Jun  3,https://newyork.craigslist.org/fct/reo/d/bridgeport-distressed-property-wanted/7120476420.html, (Fairfield County),-73.978100,40.744300,,$0,Distressed Property Wanted
Jun  3,https://newyork.craigslist.org/brk/reo/d/bartonsville-poahontas-rod-and-gun-club/7135029924.html, (East Stroudsburg PA),-73.978100,40.744300,,$0,Poahontas Rod and Gun Club
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7130477432.html, (Midtown East),-73.978100,40.744300,,$1750,NYC midtown Manhattan Storage for Rent
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-6-bedrooms-4-baths/7135029709.html, (Seagate),-73.978100,40.744300,,$999888,6 Bedrooms 4 Baths
Jun  3,https://newyork.craigslist.org/mnh/reb/d/dania-large-2-bed-2-bath-fully/7124475986.html, (Downtown),-73.727000,40.786700,,$159000,Large 2 Bed 2 Bath fully furnished condo at The Danians (Dania beach)
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-commercial-midtown-condo-for/7127246926.html, (Midtown East),-73.727000,40.786700,,$390000,Commercial  Midtown  Condo for Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7127259485.html, (Chelsea),-73.727000,40.786700,,$8300000,Mixed Use Building For Sale
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7126777919.html, (Midtown East),-73.727000,40.786700,,$1750,NYC Midtown Manhattan Storage/Office for Rent
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7127259417.html, (Sunset Park),-73.723582,40.627037,,$750000,New Building Condo For Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7126068011.html, (Chelsea),-73.723582,40.627037,,$8300000,Mixed Use Building For Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7125016511.html, (Chelsea),-73.723582,40.627037,,$8300000,Mixed Use Building For Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-single-family-townhouse-for/7130478938.html, (Upper West Side),-73.723582,40.627037,,$4900000,Single Family Townhouse For Sale
Jun  3,https://newyork.craigslist.org/que/reo/d/wirtz-escape-new-york-to-23-acre/7133833352.html," (Wirtz, va)",-73.952900,40.776300,,$65000,Escape new York  to 2.3 acre mountain view building lot with stream
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-condo-building-for-sale/7122714956.html, (Sunset park),-73.952900,40.776300,,$750600,New Condo Building For Sale
Jun  3,https://newyork.craigslist.org/que/reo/d/wirtz-escape-new-york-to-23-acre/7118876976.html," (Wirtz, va)",-73.952900,40.776300,,$65000,Escape new York  to 2.3 acre mountain view building lot with stream
Jun  3,https://newyork.craigslist.org/que/reo/d/wirtz-escape-new-york-to-23-acre/7130338232.html," (Wirtz, va)",-73.952900,40.776300,,$65000,Escape new York  to 2.3 acre mountain view building lot with stream
Jun  3,https://newyork.craigslist.org/que/reo/d/wirtz-escape-new-york-to-23-acre/7121686546.html," (Wirtz, va)",-73.727000,40.786700,,$65000,Escape new York  to 2.3 acre mountain view building lot with stream
Jun  3,https://newyork.craigslist.org/que/reo/d/wirtz-escape-new-york-to-23-acre/7120015124.html," (Wirtz, va)",-73.727000,40.786700,,$65000,Escape new York  to 2.3 acre mountain view building lot with stream
Jun  3,https://newyork.craigslist.org/que/reo/d/wirtz-escape-new-york-to-23-acre/7135029056.html," (Wirtz, va)",-73.727000,40.786700,,$58000,Escape new York  to 2.3 acre mountain view building lot with stream
Jun  3,https://newyork.craigslist.org/lgi/reb/d/levittown-great-opportunity-private-home/7135028886.html,,-73.929500,40.760800,,$399999,Great opportunity private home￼
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-beautiful-reasonably-priced/7132567032.html, (East Harlem),-73.929500,40.760800,,$1700,"Beautiful, Reasonably Priced, Move in Ready"
Jun  3,https://newyork.craigslist.org/que/reb/d/woodhaven-bargain-bargain-bargain/7127567309.html, (Queens),-73.929500,40.760800,,$626000,Bargain. Bargain. Bargain
Jun  3,https://newyork.craigslist.org/que/reb/d/corona-breathe-taking-move-in-ready/7129841040.html, (Queens11368),-73.929500,40.760800,,$2283,"Breathe Taking, Move in Ready, Won't Last"
Jun  3,https://newyork.craigslist.org/que/reb/d/richmond-hill-beautiful-reasonably/7129822742.html, (Queens),-73.718100,40.971900,,$529000,"Beautiful, Reasonably Priced, Move in Ready"
Jun  3,https://newyork.craigslist.org/que/reb/d/jamaica-charming-bargain-wont-last/7129822248.html, (Queens),-73.718100,40.971900,,$549000,"Charming, Bargain, Won.t Last"
Jun  3,https://newyork.craigslist.org/que/reb/d/springfield-gardens-bargain-charming/7129821997.html, (Queens),-73.718100,40.971900,,$499000,"Bargain, Charming, Won't Last"
Jun  3,https://newyork.craigslist.org/que/reb/d/springfield-gardens-breathe-taking-move/7129821728.html, (Queens),-73.727000,40.786700,,$589000,"Breathe Taking, Move in Ready, Won't Last"
Jun  3,https://newyork.craigslist.org/que/reb/d/springfield-gardens-charming-beautiful/7129821054.html, (Queens),-73.727000,40.786700,,$769000,"Charming, Beautiful, Move in Ready,"
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7119050043.html,,-73.727000,40.786700,,$1200,Brand New Private Offices - MONTH-TO-MONTH Lease!!
Jun  3,https://newyork.craigslist.org/que/reb/d/woodhaven-beautiful-reasonably-priced/7129820820.html, (Queens),-73.727000,40.786700,,$579000,"Beautiful, Reasonably Priced, Move in Ready"
Jun  3,https://newyork.craigslist.org/que/reb/d/woodhaven-bargain-bargain-bargain/7129820584.html, (Queens),-73.987700,40.715200,,$626000,Bargain. Bargain. Bargain
Jun  3,https://newyork.craigslist.org/que/reb/d/saint-albans-breathe-taking-move-in/7129820311.html, (Queens),-73.987700,40.715200,,$619000,"Breathe Taking, Move in Ready, Won't Last"
Jun  3,https://newyork.craigslist.org/brx/reb/d/queens-village-stunning-gem-bargain/7129820012.html, (Queens),-73.987700,40.715200,,$609000,"Stunning, Gem, Bargain, Won't Last"
Jun  3,https://newyork.craigslist.org/brx/reb/d/new-york-stunning-reasonably-priced/7129813677.html, (New York New York),-73.987700,40.715200,,$2300,"Stunning, Reasonably priced, Won't Last"
Jun  3,https://newyork.craigslist.org/brx/reb/d/bronx-stunning-reasonably-priced-wont/7128677580.html, (Bronx),0.000000,0.000000,,$1850,"Stunning, Reasonably priced, Won't Last"
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-perfect-location-newly/7131105089.html,,0.000000,0.000000,,$1400,"Perfect Location, Newly Renovated Great Neck Private Offices!!"
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-perfect-location-newly/7131104225.html,,0.000000,0.000000,,$700,"Perfect Location, Newly Renovated Great Neck Private Offices!!"
Jun  3,https://newyork.craigslist.org/brk/reo/d/bartonsville-poahontas-rod-and-gun-club/7135027728.html, (East Stroudsburg PA),0.000000,0.000000,,$0,Poahontas Rod and Gun Club
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7131104861.html, (Great Neck),0.000000,0.000000,,$750,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/stn/reb/d/cape-coral-sunny-fl-2-2-condo-for-sale/7135027669.html, (CAPE CORAL FL),0.000000,0.000000,,$169000,SUNNY FL. 2/2 CONDO FOR SALE 169K
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7131104416.html, (Great Neck),0.000000,0.000000,,$800,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-manhattan-99-week-flat/7118548908.html, (manhattan),0.000000,0.000000,,$99,"manhattan $99/Week, Flat | CREDIBLE Vlrtual Asslstants"
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-manhattan-99-week-trustworthy/7118547701.html, (manhattan),0.000000,0.000000,,$99,manhattan $99/Week | TRUSTWORTHY Real Estate Asslstants
Jun  3,https://newyork.craigslist.org/fct/reb/d/newtown-fairfield-99-week-dependable-va/7122223692.html, (fairfield),0.000000,0.000000,,$99,fairfield $ 99 /Week | Dependable V.A. For Realt0rs
Jun  3,https://newyork.craigslist.org/fct/reb/d/monroe-fairfield-99-week-reliable-va/7122223191.html, (fairfield),0.000000,0.000000,,$99,fairfield $ 99 /Week | Reliable V.A. Top Producers
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-co-working-passes-in-amazing/7124642601.html,,0.000000,0.000000,,$150,**Co-Working Passes in Amazing Great Neck Location!!**
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7130864131.html, (Great Neck),0.000000,0.000000,,$800,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7124642428.html,,-114.125000,34.422800,,$1200,Brand New Private Offices - MONTH-TO-MONTH Lease!!
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7128197619.html, (Great Neck),-114.125000,34.422800,,$650,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7124643307.html, (Great Neck),-114.125000,34.422800,,$800,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/brk/reo/d/bartonsville-poahontas-rod-and-gun-club/7135026283.html, (East Stroudsburg PA),-114.125000,34.422800,,$0,Poahontas Rod and Gun Club
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-4-bedroom-25-baths/7135026260.html, (Sheepshead Bay),0.000000,0.000000,,$1258888,4 Bedroom 2.5 Baths
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7119049015.html, (Great Neck),0.000000,0.000000,,$750,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7119049357.html, (Great Neck),0.000000,0.000000,,$800,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7128198213.html,,0.000000,0.000000,,$1200,Brand New Private Offices - MONTH-TO-MONTH Lease!!
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7126730776.html, (Great Neck),-73.975206,40.749596,,$750,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7128197765.html, (Great Neck),-73.975206,40.749596,,$800,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7131698662.html, (bensonhurst),-73.975206,40.749596,,$1400,nice 1br apt elevator building 18 ave &65 st walk to all
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7131698042.html, (bensonhurst),-73.975206,40.749596,,$1400,nice 1br apt elevator building 18 ave &65 st walk to all
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7123298916.html, (bensonhurst),0.000000,0.000000,,$1425,nice 1br apt elevator building 18 ave &86 st walk to all
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-1br-apt-elevator/7123298387.html, (bay ridge),0.000000,0.000000,,$1400,large  1br apt elevator building walk to all (( 4 ave & 101st ))
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-1br-apt-elevator/7123298668.html, (bay ridge),0.000000,0.000000,,$1400,large 1br apt elevator building  4 ave & 101 st walk to all
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-1br-apt-walk-up-buiding/7123297900.html, (Brighton Beach),0.000000,0.000000,,$1356,large 1br apt walk up buiding walk to all
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7120594994.html, (bensonhurst),0.000000,0.000000,,$1425,nice 1br apt elevator building 18 ave &86 st walk to all
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7126731083.html, (Great Neck),0.000000,0.000000,,$800,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7123298804.html, (bay ridge),0.000000,0.000000,,$1350,nice  1br apt elevator building walk to all (( 4 ave & 85 st ))
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7126730937.html,,0.000000,0.000000,,$1200,Brand New Private Offices - MONTH-TO-MONTH Lease!!
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7120594460.html, (bay ridge),0.000000,0.000000,,$1350,nice  1br apt elevator building walk to all (( 4 ave & 85 st ))
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7124598682.html,,0.000000,0.000000,,$1200,Brand New Private Offices - MONTH-TO-MONTH Lease!!
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7121187549.html, (bay ridge),0.000000,0.000000,,$1350,nice  1br apt elevator building walk to all (( 4 ave & 85 st ))
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7123908177.html, (bay ridge),0.000000,0.000000,,$1350,nice  1br apt elevator building walk to all (( 4 ave & 85 st ))
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7121187310.html, (bensonhurst),0.000000,0.000000,,$1425,nice 1br apt elevator building 18 ave &86 st walk to all
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7124598852.html, (Great Neck),0.000000,0.000000,,$800,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7123908445.html, (bay ridge),0.000000,0.000000,,$1350,nice  1br apt elevator building walk to all (( 4 ave & 85 st ))
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7131696205.html, (bensonhurst),-74.006417,40.578629,,$1400,nice 1br apt elevator building 18 ave &65 st walk to all
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-1br-apt-elevator-building/7123908681.html, (bensonhurst),-74.006417,40.578629,,$1425,nice 1br apt elevator building 18 ave &86 st walk to all
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7128206077.html, (Great Neck),-74.006417,40.578629,,$650,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-studio-apt-elevator/7131694493.html, (sheepshead bay),-74.006417,40.578629,,$1125,nice studio apt elevator building  walk to emmons
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-studio-apt-elevator/7131694943.html, (sheepshead bay),-74.006417,40.578629,,$1125,nice studio apt elevator building  walk to emmons
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-nice-studio-apt-elevator/7131693336.html, (sheepshead bay),-75.248500,40.987700,,$1125,nice studio apt elevator building  walk to emmons
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7124598491.html, (Great Neck),-75.248500,40.987700,,$750,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-3-bedrooms-25-baths/7135024692.html, (Manhattan Beach),-75.248500,40.987700,,$899000,3 Bedrooms 2.5 Baths
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7126757951.html, (Midtown East),-73.975383,40.749483,,$1750,NYC  Midtown  Manhattan Storage / office   for Rent
Jun  3,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7119049696.html,,-73.975383,40.749483,,$650,BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*
Jun  3,https://newyork.craigslist.org/que/reo/d/springfield-gardens-queens-commercial/7118653968.html, (JFK airport),-73.975383,40.749483,,$1650000,Queens Commercial Office Bldg For sale
Jun  3,https://newyork.craigslist.org/brk/reo/d/bartonsville-poahontas-rod-and-gun-club/7135024410.html, (East Stroudsburg PA),-73.975383,40.749483,,$0,Poahontas Rod and Gun Club
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7122694525.html, (Midtown East),-73.975383,40.749483,,$1750,NYC Midtown  Manhattan Storage  for Rent
Jun  3,https://newyork.craigslist.org/stn/reo/d/bellows-falls-escape-to-serenity/7135024326.html, (Bellows Falls),-73.975383,40.749483,,$79999,Escape to Serenity!
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-3-bedrooms-25-baths/7135023806.html, (Manhattan Beach),-73.975383,40.749483,,$898888,3 Bedrooms 2.5 Baths
Jun  3,https://newyork.craigslist.org/mnh/reo/d/east-berne-beautiful-escape/7122239317.html, (Helderberg Mountains),-73.975383,40.749483,,$42000,Beautiful Escape
Jun  3,https://newyork.craigslist.org/brk/reo/d/bartonsville-poahontas-rod-and-gun-club/7135022746.html, (East Stroudsburg PA),-73.201900,41.179600,,$0,Poahontas Rod and Gun Club
Jun  3,https://newyork.craigslist.org/brk/reo/d/bartonsville-poahontas-rod-and-gun-club/7135022587.html, (East Stroudsburg PA),-73.201900,41.179600,,$0,Poahontas Rod and Gun Club
Jun  3,https://newyork.craigslist.org/brk/reo/d/bartonsville-poahontas-rod-and-gun-club/7135022460.html, (East Stroudsburg PA),-73.201900,41.179600,,$0,Poahontas Rod and Gun Club
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7121692107.html, (Sunset park),-73.201900,41.179600,,$428000,New Building Condo For Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7126067928.html, (Chelsea),-73.201900,41.179600,,$8300000,Mixed Use Building For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-condo-building-for-sale/7126069983.html, (Sunset park),-73.201900,41.179600,,$750600,New Condo Building For Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-new-building-office-condo/7119454263.html, (Chinatown / Lit Italy),-73.201900,41.179600,,$1475000,"New Building Office Condo,  Elevator, Natural Lights"
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7122714867.html, (Sunset park),-73.201900,41.179600,,$428000,New Building Condo For Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-commercial-condo-store-front/7120579969.html, (Chinatown / Lit Italy),-73.201900,41.179600,,$1400000,Commercial Condo Store Front For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-6-story-mixed-use/7127259381.html, (Sunset park),-73.201900,41.179600,,$6500000,New Building 6 Story Mixed Use Building For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-condo-building-for-sale/7121692066.html, (Sunset park),-73.201900,41.179600,,$750600,New Condo Building For Sale
Jun  3,https://newyork.craigslist.org/lgi/reo/d/farmingdale-warehouse-space/7121162689.html, (Farmingdale),-73.201900,41.179600,,$0,WAREHOUSE SPACE
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-city-condo-2-bedrooms-2-baths/7126069490.html, (Nolita / Bowery),-73.201900,41.179600,,$2380000,"Condo 2 Bedrooms 2 Baths,  Elevator, Hardwood Floors"
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-city-4-story-building-for-sale/7119454316.html, (Harlem / Morningside),-73.201900,41.179600,,$3995000,4 Story Building For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7120579821.html, (Sunset Park),-73.201900,41.179600,,$1380000,Good investment for 1 Family House
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-new-building-office-condo-for/7120579923.html, (Chinatown / Lit Italy),-73.201900,41.179600,,$1100000,New Building Office Condo For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7122714831.html, (Sunset Park),-73.201900,41.179600,,$1380000,Good investment for 1 Family House
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-3family-own-or-build-either/7135021693.html, (Boerum Hill),-73.201900,41.179600,,$3299000,3FAMILY- OWN or BUILD- Either way- INVEST SMART!
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-historic-upper-manhattan-2/7133388301.html, (Inwood / Wash Hts),-73.201900,41.179600,,$2275,Historic Upper Manhattan! 2-Bedroom Apt.
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-yes-its-fireplace-large-2/7133388116.html, (Upper West Side),-73.996700,40.748400,,$2900,"Yes, it's a Fireplace! Large 2 Bedroom at West 118th Street"
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-art-studio-office-shares/7135021110.html, (Chinatown / Lit Italy),-73.996700,40.748400,,$2200,ART STUDIO/OFFICE/SHARES WELCOME
Jun  3,https://newyork.craigslist.org/wch/reo/d/hopewell-junction-horse-boarding/7135021079.html, (Hopewell Jct.),-73.996700,40.748400,,$6000,Horse Boarding
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-less-the-1000-per-sf-huge/7125412617.html, (Lower East Side),-73.996700,40.748400,,$485000,Less the $1000 per SF! Huge studio!
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7122714867.html, (Sunset park),-73.996836,40.720505,,$428000,New Building Condo For Sale
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-commercial-condo-store-front/7120579969.html, (Chinatown / Lit Italy),-73.996836,40.720505,,$1400000,Commercial Condo Store Front For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-6-story-mixed-use/7127259381.html, (Sunset park),-73.996836,40.720505,,$6500000,New Building 6 Story Mixed Use Building For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-condo-building-for-sale/7121692066.html, (Sunset park),-73.996836,40.720505,,$750600,New Condo Building For Sale
Jun  3,https://newyork.craigslist.org/lgi/reo/d/farmingdale-warehouse-space/7121162689.html, (Farmingdale),-74.013300,40.641200,,$0,WAREHOUSE SPACE
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-city-condo-2-bedrooms-2-baths/7126069490.html, (Nolita / Bowery),-74.013300,40.641200,,$2380000,"Condo 2 Bedrooms 2 Baths,  Elevator, Hardwood Floors"
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-city-4-story-building-for-sale/7119454316.html, (Harlem / Morningside),-74.013300,40.641200,,$3995000,4 Story Building For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7120579821.html, (Sunset Park),-74.013300,40.641200,,$1380000,Good investment for 1 Family House
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-new-building-office-condo-for/7120579923.html, (Chinatown / Lit Italy),-74.013300,40.641200,,$1100000,New Building Office Condo For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7122714831.html, (Sunset Park),-74.013300,40.641200,,$1380000,Good investment for 1 Family House
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-3family-own-or-build-either/7135021693.html, (Boerum Hill),-74.013300,40.641200,,$3299000,3FAMILY- OWN or BUILD- Either way- INVEST SMART!
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-historic-upper-manhattan-2/7133388301.html, (Inwood / Wash Hts),-73.994898,40.715838,,$2275,Historic Upper Manhattan! 2-Bedroom Apt.
Jun  3,https://newyork.craigslist.org/mnh/reo/d/new-york-yes-its-fireplace-large-2/7133388116.html, (Upper West Side),-73.994898,40.715838,,$2900,"Yes, it's a Fireplace! Large 2 Bedroom at West 118th Street"
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-art-studio-office-shares/7135021110.html, (Chinatown / Lit Italy),-73.994898,40.715838,,$2200,ART STUDIO/OFFICE/SHARES WELCOME
Jun  3,https://newyork.craigslist.org/wch/reo/d/hopewell-junction-horse-boarding/7135021079.html, (Hopewell Jct.),-74.013300,40.641200,,$6000,Horse Boarding
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-less-the-1000-per-sf-huge/7125412617.html, (Lower East Side),-74.013300,40.641200,,$485000,Less the $1000 per SF! Huge studio!
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-prime-red-hook558sf-of/7135020620.html, (Red Hook),-74.013300,40.641200,,$1500,Prime Red Hook*558SF of Commercial Space 4 RENT*Workshop/Artist Studio
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-wonderful-250-sq-ft/7135020514.html, (Carroll Gardens),-74.013300,40.641200,,$1550,Wonderful 250 sq ft Professional Office Space Available for Rent!
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-private-professional-office/7135020400.html, (Park Slope),-74.013300,40.641200,,$1550,PRIVATE Professional Office Space Available 4 Rent in Park Slope*
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-calling-all-professionals/7135020261.html, (Park Slope),-74.013300,40.641200,,$1600,Calling all Professionals: Private Office Space*ALL Utilities Included
Jun  3,https://newyork.craigslist.org/wch/reo/d/armonk-3-bedroom-2-bath-house-3250/7125587172.html, (Armonk),-74.013300,40.641200,,$3250,3 Bedroom 2 bath house 3250
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-desirable-ground-floor-space/7135020143.html, (Bay Ridge),-74.013300,40.641200,,$3000,"Desirable Ground Floor Space on ""Doctors Row"" Available for Rent"
Jun  3,https://newyork.craigslist.org/wch/reo/d/yonkers-apartamento-de-1-habitacion/7135020075.html, (Yonkers),-74.013300,40.641200,,$950,Apartamento de 1 Habitacion - Todo Nuevo!
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-prime-red-hook-location840sf/7135019414.html, (Red Hook),-74.013300,40.641200,,$3200,Prime Red Hook Location*840SF Commercial Space for RENT!
Jun  3,https://newyork.craigslist.org/mnh/reo/d/venice-luxury-fully-furnished-house-in/7123240948.html, (Romagna Pl),-74.013300,40.641200,,$2500,LUXURY FULLY FURNISHED HOUSE in SOUTH VENICE FLORIDA
Jun  3,https://newyork.craigslist.org/brk/reo/d/brooklyn-gorgeous-3-story-house/7135018850.html, (Cypress hills),-74.013300,40.641200,,$950000,Gorgeous 3 story house
Jun  3,https://newyork.craigslist.org/mnh/reb/d/new-york-take-advantage-of-the-market/7125695394.html, (Upper East Side),-74.013300,40.641200,,$275000,Take advantage of the market !
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7125016467.html, (Bushwick),-73.992495,40.713867,,$699000,Single Family House For Sale
Jun  3,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7123870144.html, (Bushwick),-73.992495,40.713867,,$699000,Single Family House For Sale
